trueR , trueI
0.013337 , -0.005524
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
524288 , 4194304 , 0.450411 , -0.235842, 0.191034, 0.053046
1048576 , 8388608 , 1.044119 , -0.386205, 1.062511, 0.144918
1572864 , 12582912 , 0.438309 , 0.181412, 0.180601, 0.034945
2097152 , 16777216 , 0.309560 , 0.146260, 0.087748, 0.023038
2621440 , 20971520 , 0.525471 , -0.000616, 0.262282, 0.000024
3145728 , 25165824 , 0.688820 , -0.103235, 0.456278, 0.009547
3670016 , 29360128 , 0.417020 , 0.042104, 0.162960, 0.002268
4194304 , 33554432 , 0.497248 , 0.211824, 0.234170, 0.047240
4718592 , 37748736 , 0.427550 , 0.230675, 0.171572, 0.055790
5242880 , 41943040 , 0.411422 , 0.185104, 0.158472, 0.036339
5767168 , 46137344 , 0.355924 , 0.071549, 0.117366, 0.005940
6291456 , 50331648 , 0.372481 , 0.085528, 0.128984, 0.008290
6815744 , 54525952 , 0.399709 , 0.062606, 0.149283, 0.004642
7340032 , 58720256 , 0.356751 , 0.086706, 0.117933, 0.008506
7864320 , 62914560 , 0.331778 , 0.088903, 0.101405, 0.008917
8388608 , 67108864 , 0.278607 , 0.108519, 0.070368, 0.013006
8912896 , 71303168 , 0.255496 , 0.093417, 0.058641, 0.009789
9437184 , 75497472 , 0.280718 , 0.086925, 0.071493, 0.008547
9961472 , 79691776 , 0.289839 , 0.050206, 0.076453, 0.003106
10485760 , 83886080 , 0.245920 , 0.030810, 0.054095, 0.001320
11010048 , 88080384 , 0.212556 , 0.044353, 0.039688, 0.002488
11534336 , 92274688 , 0.188972 , 0.068595, 0.030848, 0.005494
12058624 , 96468992 , 0.185875 , 0.101383, 0.029769, 0.011429
12582912 , 100663296 , 0.157142 , 0.128624, 0.020680, 0.017996
13107200 , 104857600 , 0.131876 , 0.151647, 0.014051, 0.024703
13631488 , 109051904 , 0.109003 , 0.193092, 0.009152, 0.039448
14155776 , 113246208 , 0.113072 , 0.119105, 0.009947, 0.015533
14680064 , 117440512 , 0.111991 , 0.118116, 0.009733, 0.015287
15204352 , 121634816 , 0.126060 , 0.132616, 0.012706, 0.019083
15728640 , 125829120 , 0.076262 , 0.134518, 0.003960, 0.019612
16252928 , 130023424 , 0.064822 , 0.077306, 0.002651, 0.006861
16777216 , 134217728 , 0.059111 , 0.072508, 0.002095, 0.006089
17301504 , 138412032 , 0.048534 , 0.059997, 0.001239, 0.004293
17825792 , 142606336 , 0.078218 , 0.057325, 0.004210, 0.003950
18350080 , 146800640 , 0.052189 , 0.071605, 0.001510, 0.005949
18874368 , 150994944 , 0.006220 , 0.057421, 0.000051, 0.003962
19398656 , 155189248 , 0.009721 , 0.067956, 0.000013, 0.005399
19922944 , 159383552 , -0.012173 , 0.109161, 0.000651, 0.013153
20447232 , 163577856 , 0.007040 , 0.104331, 0.000040, 0.012068
20971520 , 167772160 , 0.010826 , 0.128551, 0.000006, 0.017976
21495808 , 171966464 , 0.029056 , 0.109254, 0.000247, 0.013174
22020096 , 176160768 , 0.008388 , 0.129613, 0.000024, 0.018262
22544384 , 180355072 , -0.012731 , 0.115638, 0.000680, 0.014680
23068672 , 184549376 , 0.009246 , 0.129916, 0.000017, 0.018344
23592960 , 188743680 , 0.023712 , 0.138374, 0.000108, 0.020707
24117248 , 192937984 , 0.040573 , 0.145307, 0.000742, 0.022750
24641536 , 197132288 , 0.055789 , 0.139533, 0.001802, 0.021042
25165824 , 201326592 , 0.083809 , 0.148426, 0.004966, 0.023701
25690112 , 205520896 , 0.079719 , 0.142981, 0.004407, 0.022054
26214400 , 209715200 , 0.089786 , 0.148064, 0.005845, 0.023589
26738688 , 213909504 , 0.080552 , 0.137860, 0.004518, 0.020559
27262976 , 218103808 , 0.044417 , 0.134307, 0.000966, 0.019553
27787264 , 222298112 , 0.038270 , 0.126555, 0.000622, 0.017445
28311552 , 226492416 , 0.034301 , 0.127919, 0.000439, 0.017807
28835840 , 230686720 , 0.031136 , 0.108489, 0.000317, 0.012999
29360128 , 234881024 , 0.025846 , 0.113056, 0.000156, 0.014061
29884416 , 239075328 , 0.003674 , 0.114874, 0.000093, 0.014496
30408704 , 243269632 , 0.004903 , 0.110799, 0.000071, 0.013531
30932992 , 247463936 , 0.001366 , 0.138983, 0.000143, 0.020882
31457280 , 251658240 , 0.001983 , 0.160199, 0.000129, 0.027464
31981568 , 255852544 , 0.007016 , 0.159044, 0.000040, 0.027083
32505856 , 260046848 , 0.012529 , 0.133398, 0.000001, 0.019300
33030144 , 264241152 , -0.002670 , 0.138929, 0.000256, 0.020867
33554432 , 268435456 , -0.003035 , 0.126649, 0.000268, 0.017470
34078720 , 272629760 , -0.003521 , 0.129297, 0.000284, 0.018177
34603008 , 276824064 , 0.006405 , 0.128058, 0.000048, 0.017844
35127296 , 281018368 , 0.010441 , 0.131980, 0.000008, 0.018908
35651584 , 285212672 , 0.013856 , 0.143728, 0.000000, 0.022276
36175872 , 289406976 , 0.017567 , 0.122157, 0.000018, 0.016303
36700160 , 293601280 , 0.035691 , 0.126197, 0.000500, 0.017350
37224448 , 297795584 , 0.003933 , 0.120296, 0.000088, 0.015831
37748736 , 301989888 , 0.015195 , 0.119198, 0.000003, 0.015556
38273024 , 306184192 , 0.012510 , 0.123329, 0.000001, 0.016603
38797312 , 310378496 , 0.016761 , 0.124364, 0.000012, 0.016871
39321600 , 314572800 , 0.001886 , 0.125173, 0.000131, 0.017082
39845888 , 318767104 , 0.008255 , 0.123159, 0.000026, 0.016559
40370176 , 322961408 , 0.018742 , 0.133336, 0.000029, 0.019282
40894464 , 327155712 , 0.018679 , 0.135156, 0.000029, 0.019791
41418752 , 331350016 , 0.025365 , 0.142084, 0.000145, 0.021788
41943040 , 335544320 , 0.017970 , 0.146832, 0.000021, 0.023212
42467328 , 339738624 , 0.018930 , 0.135352, 0.000031, 0.019846
