trueR , trueI
0.028675 , -0.032617
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 8192 , 0.038265 , 0.088422, 0.000092, 0.014650
2048 , 16384 , 0.007747 , 0.001782, 0.000438, 0.001183
3072 , 24576 , 0.036892 , -0.008483, 0.000068, 0.000582
4096 , 32768 , 0.033783 , 0.002186, 0.000026, 0.001211
5120 , 40960 , 0.043815 , -0.010653, 0.000229, 0.000482
6144 , 49152 , 0.038676 , -0.008162, 0.000100, 0.000598
7168 , 57344 , 0.045002 , -0.008879, 0.000267, 0.000563
8192 , 65536 , 0.063302 , -0.015304, 0.001199, 0.000300
9216 , 73728 , 0.049981 , -0.022357, 0.000454, 0.000105
10240 , 81920 , 0.041662 , -0.012263, 0.000169, 0.000414
11264 , 90112 , 0.045427 , -0.014326, 0.000281, 0.000335
12288 , 98304 , 0.037883 , -0.011729, 0.000085, 0.000436
13312 , 106496 , 0.039776 , -0.011501, 0.000123, 0.000446
14336 , 114688 , 0.047791 , -0.018369, 0.000365, 0.000203
15360 , 122880 , 0.042624 , -0.018523, 0.000195, 0.000199
16384 , 131072 , 0.047511 , -0.020561, 0.000355, 0.000145
17408 , 139264 , 0.044123 , -0.020750, 0.000239, 0.000141
18432 , 147456 , 0.042344 , -0.020838, 0.000187, 0.000139
19456 , 155648 , 0.039785 , -0.021748, 0.000123, 0.000118
20480 , 163840 , 0.042287 , -0.022491, 0.000185, 0.000103
21504 , 172032 , 0.038432 , -0.025928, 0.000095, 0.000045
22528 , 180224 , 0.037418 , -0.022906, 0.000076, 0.000094
23552 , 188416 , 0.039320 , -0.023541, 0.000113, 0.000082
24576 , 196608 , 0.036513 , -0.024993, 0.000061, 0.000058
25600 , 204800 , 0.035379 , -0.025121, 0.000045, 0.000056
26624 , 212992 , 0.035735 , -0.025132, 0.000050, 0.000056
27648 , 221184 , 0.034501 , -0.024714, 0.000034, 0.000062
28672 , 229376 , 0.032101 , -0.024568, 0.000012, 0.000065
29696 , 237568 , 0.030467 , -0.023929, 0.000003, 0.000075
30720 , 245760 , 0.029855 , -0.022863, 0.000001, 0.000095
31744 , 253952 , 0.029330 , -0.022827, 0.000000, 0.000096
32768 , 262144 , 0.032116 , -0.024637, 0.000012, 0.000064
