trueR , trueI
0.073050 , 0.017798
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 6144 , 0.069611 , 0.013256, 0.000012, 0.000021
2048 , 12288 , 0.068817 , 0.013668, 0.000018, 0.000017
3072 , 18432 , 0.045619 , 0.014086, 0.000752, 0.000014
4096 , 24576 , 0.052159 , 0.014969, 0.000436, 0.000008
5120 , 30720 , 0.053240 , 0.014158, 0.000392, 0.000013
6144 , 36864 , 0.062751 , 0.015368, 0.000106, 0.000006
7168 , 43008 , 0.070149 , 0.016938, 0.000008, 0.000001
8192 , 49152 , 0.068189 , 0.016538, 0.000024, 0.000002
9216 , 55296 , 0.067754 , 0.016379, 0.000028, 0.000002
10240 , 61440 , 0.070085 , 0.016697, 0.000009, 0.000001
11264 , 67584 , 0.076375 , 0.017335, 0.000011, 0.000000
12288 , 73728 , 0.075008 , 0.016858, 0.000004, 0.000001
13312 , 79872 , 0.073792 , 0.016381, 0.000001, 0.000002
14336 , 86016 , 0.072688 , 0.016211, 0.000000, 0.000003
15360 , 92160 , 0.071794 , 0.016169, 0.000002, 0.000003
16384 , 98304 , 0.071005 , 0.015814, 0.000004, 0.000004
17408 , 104448 , 0.070749 , 0.015835, 0.000005, 0.000004
18432 , 110592 , 0.073463 , 0.016132, 0.000000, 0.000003
19456 , 116736 , 0.073988 , 0.016085, 0.000001, 0.000003
20480 , 122880 , 0.072639 , 0.016490, 0.000000, 0.000002
21504 , 129024 , 0.071686 , 0.016174, 0.000002, 0.000003
22528 , 135168 , 0.074057 , 0.016523, 0.000001, 0.000002
23552 , 141312 , 0.073641 , 0.016538, 0.000000, 0.000002
24576 , 147456 , 0.073755 , 0.016661, 0.000000, 0.000001
25600 , 153600 , 0.074585 , 0.016880, 0.000002, 0.000001
26624 , 159744 , 0.073813 , 0.016707, 0.000001, 0.000001
27648 , 165888 , 0.074088 , 0.016718, 0.000001, 0.000001
28672 , 172032 , 0.075499 , 0.017008, 0.000006, 0.000001
29696 , 178176 , 0.073908 , 0.016993, 0.000001, 0.000001
30720 , 184320 , 0.073824 , 0.016941, 0.000001, 0.000001
31744 , 190464 , 0.073008 , 0.016707, 0.000000, 0.000001
32768 , 196608 , 0.073522 , 0.016745, 0.000000, 0.000001
33792 , 202752 , 0.072701 , 0.016822, 0.000000, 0.000001
34816 , 208896 , 0.072993 , 0.016753, 0.000000, 0.000001
35840 , 215040 , 0.071830 , 0.016519, 0.000001, 0.000002
36864 , 221184 , 0.073653 , 0.016981, 0.000000, 0.000001
37888 , 227328 , 0.073151 , 0.016908, 0.000000, 0.000001
38912 , 233472 , 0.072769 , 0.016778, 0.000000, 0.000001
39936 , 239616 , 0.072572 , 0.016743, 0.000000, 0.000001
40960 , 245760 , 0.069886 , 0.016929, 0.000010, 0.000001
41984 , 251904 , 0.069094 , 0.016704, 0.000016, 0.000001
43008 , 258048 , 0.068816 , 0.016723, 0.000018, 0.000001
44032 , 264192 , 0.069231 , 0.016701, 0.000015, 0.000001
45056 , 270336 , 0.069597 , 0.016763, 0.000012, 0.000001
46080 , 276480 , 0.070191 , 0.017068, 0.000008, 0.000001
47104 , 282624 , 0.071067 , 0.017332, 0.000004, 0.000000
48128 , 288768 , 0.071602 , 0.017382, 0.000002, 0.000000
49152 , 294912 , 0.071715 , 0.017389, 0.000002, 0.000000
50176 , 301056 , 0.071848 , 0.017436, 0.000001, 0.000000
51200 , 307200 , 0.071629 , 0.017356, 0.000002, 0.000000
52224 , 313344 , 0.072067 , 0.017408, 0.000001, 0.000000
53248 , 319488 , 0.072624 , 0.017510, 0.000000, 0.000000
54272 , 325632 , 0.072379 , 0.017386, 0.000000, 0.000000
55296 , 331776 , 0.072087 , 0.017268, 0.000001, 0.000000
56320 , 337920 , 0.071822 , 0.017178, 0.000002, 0.000000
57344 , 344064 , 0.071857 , 0.017196, 0.000001, 0.000000
58368 , 350208 , 0.072051 , 0.017170, 0.000001, 0.000000
59392 , 356352 , 0.071612 , 0.017041, 0.000002, 0.000001
60416 , 362496 , 0.071576 , 0.017036, 0.000002, 0.000001
61440 , 368640 , 0.072576 , 0.017200, 0.000000, 0.000000
62464 , 374784 , 0.071960 , 0.017273, 0.000001, 0.000000
63488 , 380928 , 0.071612 , 0.017198, 0.000002, 0.000000
64512 , 387072 , 0.071567 , 0.017170, 0.000002, 0.000000
65536 , 393216 , 0.071678 , 0.017184, 0.000002, 0.000000
