trueR , trueI
1.000000 , 0.000000
n_samples , time, n_paths , estimateR , estimateI, varianceR, varianceI
1048576 , 349367063 , 45088768 , 0.000000 , 0.000000, 1.000000, 0.000000
2097152 , 349495146 , 90177536 , 0.000000 , 0.000000, 1.000000, 0.000000
3145728 , 349619031 , 135266304 , 0.000000 , 0.000000, 1.000000, 0.000000
4194304 , 349631950 , 180355072 , 0.000000 , 0.000000, 1.000000, 0.000000
5242880 , 350352656 , 225443840 , 0.000000 , 0.000000, 1.000000, 0.000000
6291456 , 350430652 , 270532608 , 0.000000 , 0.000000, 1.000000, 0.000000
7340032 , 350603747 , 315621376 , 0.000000 , 0.000000, 1.000000, 0.000000
8388608 , 350675508 , 360710144 , 0.000000 , 0.000000, 1.000000, 0.000000
9437184 , 698143929 , 405798912 , 0.000000 , 0.000000, 1.000000, 0.000000
10485760 , 698171329 , 450887680 , 0.000000 , 0.000000, 1.000000, 0.000000
11534336 , 698362460 , 495976448 , 0.000000 , 0.000000, 1.000000, 0.000000
12582912 , 698364625 , 541065216 , 0.000000 , 0.000000, 1.000000, 0.000000
13631488 , 700064516 , 586153984 , 0.000000 , 0.000000, 1.000000, 0.000000
14680064 , 700286620 , 631242752 , 0.000000 , 0.000000, 1.000000, 0.000000
15728640 , 700767748 , 676331520 , 0.000000 , 0.000000, 1.000000, 0.000000
16777216 , 700989818 , 721420288 , 0.000000 , 0.000000, 1.000000, 0.000000
17825792 , 1046921380 , 766509056 , 0.000000 , 0.000000, 1.000000, 0.000000
18874368 , 1047019708 , 811597824 , 0.000000 , 0.000000, 1.000000, 0.000000
19922944 , 1047021865 , 856686592 , 0.000000 , 0.000000, 1.000000, 0.000000
20971520 , 1047400061 , 901775360 , 0.000000 , 0.000000, 1.000000, 0.000000
22020096 , 1049856318 , 946864128 , 0.000000 , 0.000000, 1.000000, 0.000000
23068672 , 1049927153 , 991952896 , 0.000000 , 0.000000, 1.000000, 0.000000
24117248 , 1050841020 , 1037041664 , 0.000000 , 0.000000, 1.000000, 0.000000
25165824 , 1051192974 , 1082130432 , 0.000000 , 0.000000, 1.000000, 0.000000
26214400 , 1397086815 , 1127219200 , 0.000000 , 0.000000, 1.000000, 0.000000
27262976 , 1397143379 , 1172307968 , 0.000000 , 0.000000, 1.000000, 0.000000
28311552 , 1397349046 , 1217396736 , 0.000000 , 0.000000, 1.000000, 0.000000
29360128 , 1397664607 , 1262485504 , 0.000000 , 0.000000, 1.000000, 0.000000
30408704 , 1400862426 , 1307574272 , 0.000000 , 0.000000, 1.000000, 0.000000
31457280 , 1400917354 , 1352663040 , 0.000000 , 0.000000, 1.000000, 0.000000
32505856 , 1402185355 , 1397751808 , 0.000000 , 0.000000, 1.000000, 0.000000
33554432 , 1402492331 , 1442840576 , 0.000000 , 0.000000, 1.000000, 0.000000
34603008 , 1746559483 , 1487929344 , 0.000000 , 0.000000, 1.000000, 0.000000
35651584 , 1746601589 , 1533018112 , 0.000000 , 0.000000, 1.000000, 0.000000
36700160 , 1746748060 , 1578106880 , 0.000000 , 0.000000, 1.000000, 0.000000
37748736 , 1747136360 , 1623195648 , 0.000000 , 0.000000, 1.000000, 0.000000
38797312 , 1751180627 , 1668284416 , 0.000000 , 0.000000, 1.000000, 0.000000
39845888 , 1751249429 , 1713373184 , 0.000000 , 0.000000, 1.000000, 0.000000
40894464 , 1752919831 , 1758461952 , 0.000000 , 0.000000, 1.000000, 0.000000
41943040 , 1753183828 , 1803550720 , 0.000000 , 0.000000, 1.000000, 0.000000
42991616 , 2094756491 , 1848639488 , 0.000000 , 0.000000, 1.000000, 0.000000
44040192 , 2094930760 , 1893728256 , 0.000000 , 0.000000, 1.000000, 0.000000
45088768 , 2095123967 , 1938817024 , 0.000000 , 0.000000, 1.000000, 0.000000
46137344 , 2095531973 , 1983905792 , 0.000000 , 0.000000, 1.000000, 0.000000
47185920 , 2100282446 , 2028994560 , 0.000000 , 0.000000, 1.000000, 0.000000
48234496 , 2100437813 , 2074083328 , 0.000000 , 0.000000, 1.000000, 0.000000
49283072 , 2102596971 , 2119172096 , 0.000000 , 0.000000, 1.000000, 0.000000
50331648 , 2102728422 , 2164260864 , 0.000000 , 0.000000, 1.000000, 0.000000
51380224 , 2444627705 , 2209349632 , 0.000000 , 0.000000, 1.000000, 0.000000
52428800 , 2444699949 , 2254438400 , 0.000000 , 0.000000, 1.000000, 0.000000
53477376 , 2444893166 , 2299527168 , 0.000000 , 0.000000, 1.000000, 0.000000
54525952 , 2445522567 , 2344615936 , 0.000000 , 0.000000, 1.000000, 0.000000
55574528 , 2450976275 , 2389704704 , 0.000000 , 0.000000, 1.000000, 0.000000
56623104 , 2451376993 , 2434793472 , 0.000000 , 0.000000, 1.000000, 0.000000
57671680 , 2453799650 , 2479882240 , 0.000000 , 0.000000, 1.000000, 0.000000
58720256 , 2453884344 , 2524971008 , 0.000000 , 0.000000, 1.000000, 0.000000
59768832 , 2795016942 , 2570059776 , 0.000000 , 0.000000, 1.000000, 0.000000
60817408 , 2795260281 , 2615148544 , 0.000000 , 0.000000, 1.000000, 0.000000
61865984 , 2795379816 , 2660237312 , 0.000000 , 0.000000, 1.000000, 0.000000
62914560 , 2796061681 , 2705326080 , 0.000000 , 0.000000, 1.000000, 0.000000
63963136 , 2801660001 , 2750414848 , 0.000000 , 0.000000, 1.000000, 0.000000
65011712 , 2802121877 , 2795503616 , 0.000000 , 0.000000, 1.000000, 0.000000
66060288 , 2804384467 , 2840592384 , 0.000000 , 0.000000, 1.000000, 0.000000
67108864 , 2804513484 , 2885681152 , 0.000000 , 0.000000, 1.000000, 0.000000
